label,scontent
-1,看着都恶心
1,感谢空城哥
0,老骚我什么排面
1,一天没看不舒服.
0,15万这样
0,骚哥，:什么时候搞相亲啊？
0,Z家丶小宇宙: 几点播到几点啊？
0,骚我加入523会有排面吗？
0,差不多15万   大哥上了10万
1,别，俊哥身体重要
1,你都这么努力了，我们凭什么还不努力，我努力陪你到7点
0,剑士哥啦了吗？
0,老骚，今天上前五没问题吧
0,开船0.0
1,我骚太难了  这份荣誉应该属于 523
0,真不爱刷，还不如请你吃饭呢
0,你的别墅呢，骚
1,没毛病老骚
1,老骚要不播，去他们那真不知道在看什么
0,赶紧给剑皇来波画面，我们要消费
0,我知道俊哥在圈钱
-1,这牛逼吹的社会
0,大哥说话啊
0,金豆金豆金豆金豆
0,连牧莹莹还能吃
0,计算机我今晚
0,你连莹莹还能吃
1,传说 感谢大哥
0,gyyui
-1,刷错了，。气死了。
0,都愣子干嘛扣
0,金豆船票必中金豆船票必中金豆船票必中金豆船票必中金豆船票必中
0,拜托，我要金豆豆
0,UR主题身体计算机
0,公爵升领主了
0,九分这几个字工具箱高俊熙
0,金豆金豆金豆豆
0,我想，我想，我想，
0,我们要爸爸局188
0,你想一炮而红嘛？
0,一凡也是白号，了解一下
0,疯男一37野营营长: 我再仓是不是有点飘了？
0,大白你怕个篮子
0,大白哥，别害怕
0,男哥不一定上的
1,哈哈哈玩不起只能当场控了
1,你怕他个篮子你也是君王
1,大白哥，重在参与！怕啥，都是大哥，一定要打个头破血流！
1,贵宾席11是个狠人
0,大白哥开君王了？
0,大白哥，别怕
1,没事大白哥，重在参与
0,不要站线内往外走不走的后果自负反正导弹已喵准该区域
0,准备一百个担架
0,今天破纪录
1,确实厉害了
0,第二局清混子
0,缺一个烧火的
-1,大哥故意开小号 就像怂涛上次在美琪直播间被封一样 故意搞事情
0,俊哥  要  多少组才可以玩三轮
0,这么一说还真值得
0,能5折兑现不
0,可以在直播间拍卖
0,不折现没意思
-1,我是拖后腿的
0,一站到底 一战成名 一网打尽
1,我是Daddy  我该发什么
0,都闪开，我一人打全场
0,枪王是啥礼物啊？
1,担架队准备就绪
0,188，稳住
0,酱油和在输入验证码
0,下局是多少
0,187抠搜的
-1,不要队友？厉害了
-1,混子
1,说个房管就不会封了
0,凡夫咋没上
0,传说哥续费公爵九十多次
0,你爸爸跟别人打架呢
1,骚  传说哥 开公爵 续费80多次了
0,一个比一个票
-1,一个没火花 牛逼
-1,不作就不会死
-1,憋死你
1,比华少还牛逼
1,输出全靠红
1,兄弟们让他憋死吧！
1,你给我断气
0,q11111111111
1,没担架了直接火化
1,继续喝酒你们继续
0,在过一轮，我还在有事
1,我要火了
1,感谢农历哥
1,好使，好使
0,一起点了，不抬了
1,小鲁班 你给我上
0,尸体怎么收购的，我要收购
0,12级勋章了，
0,我好像看见小樱月了
1,万人姐，你对俊哥真的好
0,队长自己说了
0,hahah
0,主播赚了不少钱吧
0,大白哥  今天开的君王？
0,广告时间点点订阅
1,好多大手子
0,你想一站成名吗？你想展现实力吗？你想在这个直播间称王称霸吗
1,感谢龙哥续费
0,抬回来
1,这个绝对的是黑马
0,火葬场已就位
0,冠军奖励：冠名 连麦 卡爷
0,都是有钱人
0,主播和榜一什么关系？
1,不要怕，就是干
0,大白你君王就怕了，你还是玩骑士吧
0,人家，男的
0,大家好我是孙耀威
0,直播间大佬知道bgm是什么吗
0,不敢上了
0,鲁班-久伴沐瑶: 没豆了
0,打波广告就不困了
0,鲁班哥刚续费
0,在冲点  小事
0,第五轮就没几个人了
0,妇炎洁，洗洗更健康
-1,这个直播间有拖，其他直播间那该是什么？
-1,我仿佛看到无数个笑话在逗我
0,我拉了。我又没有让他退钱。
-1,别人以前也叫过你爸爸。你这样黑人不丧良心吗
0,上个月那么多天不播白金还第一
-1,回去看你的十八瞎点灯吧
-1,大把人黑，你算老几？
-1,523现在勾八不是
1,523屹立不倒，什么大风大浪没见过
-1,我又没有说。我一个人啊，
0,说了现实工资不超过3000
-1,能刷几毛钱？
-1,骂小鸡，有白号
0,可以，来来回回我记得红牌子
0,没几个正常人看贴吧的，一大群都是拿钱办事
0,因爱生恨么
-1,套，你不知道。这是小号吗
-1,关老骚什么事
0,我现在是免费看，不刷
-1,看个直播，看魔征了
-1,只能说你没本事。还眼红
-1,像你这种人也只能在网络上找找快感
-1,麻杂，现在是公敌
-1,雪贤真是个勾八。不知道得罪多少人
0,你皮任你皮，有我骚吃得饱吗？
0,没有工会再里边刷，早凉了
1,只为我骚留虎牙
0,有什么用
-1,时光改邪归正了，瞎比池
-1,工作都没有，只能网络撒撒气
0,黑吧，多给点曝光度
0,直播本身看一会就耍不看当然不刷啊
0,有人刷就行，管他是谁
-1,气不气他有个爹
-1,一个月工资你有3000吗？
1,气不气气不气哈哈哈哈哈
-1,小虎牙呀。你赶紧去医院吧。脑壳有问题
-1,黑几年的都有
-1,老骚播几年了还差黑粉？
0,看他怎么搞
-1,不乱黑人，但是别人都黑到自家门口了。
1,花呗还不起了哈哈哈哈哈
-1,节奏狗的人都有爵位和牌子
0,两边去咬。我去看戏
1,好哥们，都是好哥们
-1,确实不像你不用上班
-1,我一个赚万把块钱的弟弟
0,空调都是弟弟
-1,这么不要脸。还万把块
-1,嗯，你说的对
-1,你们能不能别带节奏了
-1,我眼红勾八啊。
0,每天看到3点多
-1,节奏天天有  先开帝皇再黑他
0,昨天骚吃了多少
-1,麻杂有多少活人谁不知道
1,您现在收看的是523一站到底一战封神环节！
0,12 12 12 12
1,突然感觉领主好有排面。
0,为什么？为什么？为什么？为什么？三大巨头嗷嗷滴
0,大事件买票，别跟狗一样
0,欣妈 你在干哈呢
0,凡夫把他抬出去
0,逃票我是专业的
0,13回合三国争霸了
1,一米二以下免票啊
0,拒绝圆桌 谁也别活
0,打个折，一袋虎粮怎么样
0,要破记录了今天
0,破纪录楼，，，
0,压你豆了，套
0,走的很安详
1,破纪录了！
0,假药被封了
1,这钱骗的有技巧
1,没本事还有脸
1,哈哈哈哈还有下次
1,祝大哥事业蒸蒸日上
0,不论剑，破纪录
0,又没破纪录
0,皮总太仓了
0,轶云海:弄不过
0,皮大大大大
0,要不要挑战记录
1,我爱你大大
1,大大大我爱你
1,皮皮皮皮皮皮皮皮皮
1,皮大大 你最棒
1,大大我爱你
1,皮大大牛逼啊！！！！！！
1,两连冠
1,颁奖。放炮
1,放炮，冠名，连麦，查房
1,卫冕冠军皮大大
1,12点以后，还有本直播间禁止渣男团兄弟上船
0,领主要站起来了吗
0,三位大哥社会
1,哇哇哇了我惊讶
1,卫冕皮大大
1,被炸了个逼行
-1,玩的是什么，比钱多？
1,哈哈 响亮 响亮  人才两旺
0,来个网站兄弟们
1,因为我骚啊
0,nanananana
1,我命令，全体士兵冲锋！！！！！！！！！
-1,不知道有什么好看的
1,纸巾10元3包
0,我尼玛，今天才三号
0,kkgvvbkigvn
0,ojjunlutmokunlklv
0,我尼玛，套，今天才三号
1,兄弟们小心走火
0,dydbdjd
0,看到黑不隆冬
1,你右手刚才干嘛呢，骚？？？
1,套尼玛，总有一天我的亿万子孙会死在虎牙
1,结束了，哥，
0,上面的有那种没有带子的
1,给我把我的大炮拉出来
1,刺刺激、抢压不住
1,俊哥来个舞蹈，傻了吧吧
1,皮大大好眼光啊，这身材贼几把帮
-1,不是红色，姨妈泡饭
1,压不住枪了
0,我还没开始，她就结束了
1,主播 有点东西 订阅了
1,保安保安、
0,坏女孩坏女孩坏女孩坏女孩坏女孩坏女孩坏女孩坏女孩坏女孩
1,唱完火就下去了
1,老骚我爱你
1,美女主播叫什么名字
1,男神俊男神俊
-1,俊俊，能给我肛一次吗
1,男神俊，啊啊啊啊啊啊啊啊啊啊啊啊
1,易烊千玺  我爱你
1,啊峰你咋那么优秀
1,刀郎我爱你
1,轶云海: 竟说实话，哈哈
1,你我本无缘，全靠他刷钱
-1,君子榜二，注意言辞
-1,你妹妹的胸掉了
-1,胸到肚子上了
0,尼玛聚会都说两年了
0,十一被开除了
1,皮大大都刷三万了
0,十一开除了
0,桃十一在别的平台
0,阿娇呢 俊哥
0,在家烧给你就行
0,茶场龙袍都撕了
1,老骚稳住稳住，要超速了
1,我骚永远吃不饱
0,过去扶一下
0,saojun58
1,刷个火箭你就知道了
-1,场控火速去安排
1,场控真开心
0,没有三万不加
1,你这是挖大哥墙角
1,名字可以
0,妹妹，妹妹的大
0,发叔公会的
0,她们一起跳舞
0,太胖了下面
0,下播了能不能把你累死
0,在乱摸乱摸啊
0,会所有双胞胎
-1,尬扭
1,你要学死我啊
0,套！俩一起收了
1,双手打字以示请白
1,安妮我们是爱你的
0,Hkgihfiurihfihf
0,nfnrnf
0,dfjdfghjdfgujdfgjndfgj
0,Jdhbdjkdbgd
0,bgfybfrgijv
0,声音到那边有延迟
0,wtrtewyyu
0,kfkakamsndsjkama
0,sdhdfgjtfgbnsdfyfgjcxhsedfhyxh
0,swcgjngd
0,ghjngdxhii
0,tJfbfBTn
0,fgfvvddxe
0,ivuvuccicivo
0,sjsnsjsj
0,sixbdkei
1,恭喜ig，感谢rng
0,正恒YJ段公子，去安排一个
1,牛逼克拉斯
-1,大白，你这勾八你咋不过去呢
-1,榜三是我弟弟
-1,榜一也是我弟弟
0,我去唱歌了
0,523全是灭灯狂魔
0,这么大的，你们不玩？
1,又厉害了，套尼玛
0,领主团很社会
0,太拉了太拉了
1,思念姐上呀，最喜欢思念姐了
0,她要小鲜肉
0,小鲜肉抬走
0,大大大大大大大大
0,这是D不是B呀
0,大大大大大大大大大大大大大大
0,这里没有小鲜肉
1,让我捡个漏
0,大大大大大大大大大大大大
0,狼叔不是小仙肉了
0,主播也是人啊？
1,又欠我一个男朋友了俊哥
0,这么大你们还要怎样
1,主播直接抬走
-1,真么漂亮  以后没人上了
0,下一个上来得说喜欢大叔型的
0,小鲜肉没钱
1,日常欠男友
0,老骚换个游戏玩吧
1,干的漂亮
1,挺漂亮的，就这么抬走了
0,大叔才有钱
0,能不能有个场控复制大哥说话
0,太大霍不住
0,他说这个游戏吧
0,男的？抬走
1,万人小骚牌，你给我出来
1,老骚  你骂骂我  我有一组
0,大哥去放火箭了
0,身高体重尺寸
0,没带财团就抬走
1,用过了都说好
1,哈哈给哈哈哈哈哈哈哈哈哈
0,大白可以风投吗
0,我也不长就17厘米
0,那个大哥抬了
0,关系户
1,狼哥要肛她他
1,主播可以 开始了
1,主播风头了
1,主播风投
1,阿迪达斯的
1,主播，可以风投了
1,感谢思念哥
1,欢迎逍遥哥！
0,车尔尼大哥在么
1,黄噗噗你484傻，这是个大哥
0,松哥中了4800
1,黄噎噎恭喜你目的达到了
0,我有他微信，谁要，五毛钱卖给他
1,兄弟们，不要让小骚牌得到
1,小骚牌们抢起来了
1,报告松哥在我们这中了4800
0,不可以  你们上
-1,肛他 兄弟
1,欢迎各位哥哥姐姐
1,恭喜万人小骚牌
-1,不男不女的那种～～～～
1,不男不女哈哈
-1,太监。。。。
0,小白子
1,还好我没去，不然成李公公啦
0,ggggh
0,120压4你
0,初步判断普通
0,177告辞
0,这是真来相亲的
0,230公斤？
1,其实还是挺漂亮的
0,哎呀呀呀呀
0,学生就这么大了
0,凉了，抬走吧
0,我有180
0,这是安妮？
0,哪位大哥上然后91见
-1,下巴太假了
1,你们太丧良心了
1,君王工藤是个大手子
-1,难怪找不到女朋友 唉
-1,我喜欢她的奶奶
0,身高限制想象
0,欠你一个男朋友
0,女嘉宾要求太高了
1,可惜啊  我177   就差一点。
0,骚我要给你爆灯
0,NANNAN
0,不给灭的机会
0,一边脸酒窝可还行
0,波波哥: /{kun/{kun睡到现在
0,打倒关系户，
0,30 173 178.
1,寡妇少妇的救星
0,会不会9
0,178斤。
0,9必须会
0,好黑胡椒看看
0,小哥哥
1,主播风投了，男哥
0,快点8888
1,安妮 控制
0,还是奔驰？
0,不是说喜欢大叔的人呢
1,男哥还是有味道的
0,亮还是灭？cr哥
0,男哥消费的钱，都够买豪车
0,CR哥  喜欢
0,这是CR？
0,女主播风投了
0,我会9
1,一月消费十八万，本直播间直属大哥
-1,看这嘴就知道，能9
-1,太仓了，不捡
-1,肛了 肛了
1,欢迎最初姐
0,又來了又來了
0,他不卖了
0,他要左手换右手了
-1,是男人就肛他
0,没有钢到
1,随礼了 啊
1,死的明明白白
1,来气了 哈哈哈哈哈
0,我可以上去嘛
0,集美大学？
0,喵喵吗？？？？
0,厦门那个学校
-1,会舔，会吸
1,3P 狗喝水 厉害了
0,两个找一个
0,我全会！！还有人民币。。。
1,狗喝水是什么鬼
1,体力，要时间长
0,着是个鸡啊
1,要求真高啊
-1,两个干一个
0,我都没体力
0,说的是我，但是我不要她
0,这是学生？
-1,这也太丑了。。。
0,厦门外来人吧？
1,套，还狗喝水
0,GG灭个B型了
-1,她有胡子，我套。
0,怎么我在广州见过她
0,狗喝水什么意思
0,男哥你什么脾气
-1,这明显整容了
-1,灭了她
1,别理黑粉，我的安妮小宝贝
0,她们组团
1,表姐爱上了
0,下一回合下一回合下一回合
0,她们太团结了
0,送给女人团了
1,兄弟们准备捡漏，买一送三
1,云海哥，让给你了
1,云海哥，你上吧，我看好你
1,狗喝水，笑死了
1,农夫山泉，来点舔
1,我喝过，甜甜的
1,水有点骚
0,厦门岭兜路过
0,青羊万达  路过
0,成都的真多
1,渣男波 你会狗喝水吗？
0,成都的朋友出来耍撒，成都的朋友出来浪撒，
1,恭喜成功喝水
0,武侯区，吃宵夜
0,安妮姐哪里？我在西门上
1,海的味道，波波哥知道
0,九眼桥约一波
0,金牛区路过
1,前几个都喝水喝死了
1,前几个毒死了吗
1,前面四个都淹死了
0,我波哥河马的排面
0,有要我的不
1,我俊啊，你这么呐呐呐呐吗
0,喝的肚皮滚圆
0,小骨头已经凉了
0,疯男一37野营营长: 问她多少能安排就得了
0,凡夫马仔来了
0,主播带回家
0,我们江西最低二十万
0,华荣-雅轩
0,兄弟们我以后开播能赚钱吗？
1,安妮姐 你上 我准备2w拿下你
0,榜一3400
0,这么多上饶的
0,这是主播？？？
0,得不到，灭了
1,骚困。全国二手b市场。没有中间商主播差价。
0,上饶玉山路过
0,我不加微信的
0,得不到就回了她
-1,彩虹糖自己心态不行，这里都是爱开玩笑的人，有没有骂人
1,糖姐多看看老骚就心态好了
1,捡漏组准备
0,猥琐点人老几笔
1,我希望最后结果是百合
0,骚。我高穷丑。行吗
0,上来就抬价
0,高穿帅可以吗
0,大上海1号陪酒的
0,来个大哥阻止渣男波、
1,恭喜渣男波喜提7姨太
0,上船，开船。中点豆玩
0,来个大哥阻止渣男波
0,1个火箭了
0,留着灭灯
1,不能再给渣男波糟蹋妹子了/燥起来
0,来个人阻止渣男波啊 不然7姨太又领走了
0,523第一渣男  波波
-1,流氓有文化还有钱，凉了
0,这火箭死的真惨
-1,哄抬B价  草
1,恭喜七姨太恭喜七姨太恭喜七姨太
1,嘲讽 刀哥哈哈
0,把我刀哥火箭退了
0,我刀就想喂喂骚
1,我骚吃饱了
0,大爸你吗 疯了吧小黑粉  波波哥叫黄松波
0,宝图别浪费
1,哎呀哎呀哎呀厉害了厉害了
0,小波波、八姨太来了
0,小波波、八姨太来了..
0,波波哥八姨太来了
0,我波哥的5千为啥没曲？
1,波哥，不是我，我不是，而是女人都是带刺的花，惹不起啊
1,不用点订阅的，我播着玩的，谢谢好意
0,骚，你能不能整个男嘉宾排队好累的
0,这个我见过
0,我就不信了
0,Mandy
0,不能让渣男波霍霍了
0,河南哪里的？
1,我靠！3D
0,我随和
1,ddddddddddd
1,170  105 3C 我是真的不信 这身材 能多好
1,3DDDDDDDDDDDDDDDDD
1,我河南的大美女
0,手表留下  人可以抬走
1,换图，看D
0,她说5胞胎
0,彩虹糖你可以直接灭
0,他有奶瓶，他有孩纸
0,aAAAA
0,他有Gucci
0,感觉没有头像的大
0,她有Gucci！
0,曼迪，我上了
1,太漂亮了   不敢上？
0,这是mandy？
0,你们不保护我
0,d呢？？？？
0,河南啥地方的？
1,把你d甩出来
0,戴个上门的牌子，暗示要上门女婿吗？
1,性格好合得来
0,我都相迷糊了
0,还没坑主播
0,啥di音乐
0,一手能不能带走
1,D的自己托着嫌累，想找人帮忙托一下的。密我
-1,天天相亲你不腻吗
0,曼迪喵我去睡了，找不到男朋友只能梦里找
1,波波，8姨太没了
1,八姨太凉了啊
1,骨头姐，你上，我给你爆灯
0,我套，哇哈哈哈，我有女朋友了吗
0,小骨头 我不是有你微信吗
0,骨头姐你男朋友不是波哥？？？
1,骨头我不嫌弃你
-1,彩虹糖尴尬了
-1,那就是拒绝了
1,俊哥你骂骂我
0,开始说我了？
1,波波哥、还想要个8姨太
1,哈哈哈哈。老骚表演个魔术吧
0,今天又七点下播吗？
0,明天我报名，怎么玩？
0,我可以上吗
0,关键我是个假的
0,老骚，解说一下凡夫
0,酱油的
0,可能是波波哥
0,以前他连明明的面子都不给....
0,传说哥说说
0,上一个试试吧
0,长得帅的男人就不一定了呀
0,我要订阅老哥
-1,传说哥被沐莹莹家大哥嘲讽小白号，气死了
-1,尼玛微信都没。 不相信这相亲了
1,骚俊  你真帅
0,说说黄气洋
0,烟雨楼的是风投公司的吧？
0,说说 虎子。。
0,你找我，那个不是我的，我没有
0,小骨头在上，，我要
0,烟雨楼什么
1,骚俊 你个沭阳的骚鸟 可真帅
0,烟雨楼  烟雨楼  烟雨楼 烟雨楼
0,18哥来了
1,骨头姐523对不起你
0,说说 虎子
0,求求小哥哥
-1,吃土军团都没了
-1,超跑就是弟弟
0,吃土呢，怎么说
0,虎家军有什么排面
1,不得不说是虎子带动了户外的板块
0,游戏主播谁最厉害
0,俊俊，  唠下  吃土军团
0,想当年 我二姐也是有财团的人
0,仙女团为什么黄这么快
0,说说骚男？？
0,523第一财团
0,能说下，周爸爸最近的情况吗？你微信过他嘛？
0,都是吃女主播剩下的
0,虎牙小孩比较多
0,YY 财团多啊
0,麻小帅现在什么B排面
0,俊哥讲讲孙耀威
0,连徒弟吃的都不放过
0,大白哥还得瑟啵
0,死的妥妥的
0,yy就是那样的
0,大哥带头很容易
0,小骚骚，爸爸来了
-1,那个大哥就是拖
-1,是不是那个大哥就是托阿
0,那虎牙的那才长呢。
0,骚做主播有经验，那些退网的主播多半是因为这个退网。
0,青峰哥，武汉的！！！！？
0,rsk，爱冒险就是个例子
0,烟雨楼是潮汕财团
0,那你以后就少相亲
0,不是五点吗
0,就跟8百一样
1,俊哥演讲呢
0,财团可以捧红主播
0,烟雨楼 都是一帮现实朋友吗？
1,老骚，你骂我一顿
0,一凡去哪就知道吗
1,圈我们的钱，改变自己的生活
0,周爸爸去哪了
1,我差点信了你的邪
0,没钱啊
-1,断人钱财，犹如杀人父母
0,你看到我了，我给你刷个钞票枪
0,君子哥是不是梦哥？
0,劝你善良、经典。点订阅了，明天去看看
0,523欠了一个师的男朋友
-1,网上搜 捅露娜 不用回来谢我
0,俊哥说说没天理
-1,花开了，么人欣赏
1,一花独放不是春，万紫千红才是春满堂
1,套，说点真事听听
0,一人刷1块都撑
0,七千八百万了
0,七亿七经验，套你个嘴
0,一根荧光棒时刻准备着
0,年度的具体时间是什么时候、
0,小道行
0,8808行，打小就行
0,为啥都打年度啊骚
0,那是因为年度吧
0,狗道是个社会人，，
0,一年几千万可以的
0,我出1300买了
0,爸爸还在外面刷
0,赶上甲A球员了
0,麻砸 不敢买 怕偷
0,为啥不敢出价
0,哎 想拜师了
0,卖了这工会就成中等工会了
0,为啥娱加不敢出价？
0,说说血色秋风
0,00万火速像狗一样买了
0,90327楚河公会多少钱
0,八弟了解一下
0,天天来蹭画面
0,星老弟拉个逼行
0,咱们虎凉 秒了对面
0,这次我忍了
1,千秋万载，一统贱界
1,一组横幅的节奏
1,来个有气氛的歌
1,我俊哥太努力啦
1,骚家江山要易主了，
0,拉了么，拉了么？
0,那别出来了
1,开船开船  搞死他
1,狗妹  没钱  哈哈哈
1,我准备了两百个宝图！帮你偷塔
0,这是238啊
0,AzZ丶鱼丸儿
0,不猜你是谁: AzZ丶鱼丸儿
0,、安排上了
1,狗道有眼光
0,怎么有点像老二。。。
0,你猜我猜不猜你是谁: 你看像谁
-1,238眼光变差了。
0,凶有30斤吧
1,八倍镜是个大哥
1,老骚来个嫩了你
0,这不是喊麦
-1,这也真够拼的，
0,昨晚中奖的
0,你一个男人
0,骑猪撞大树
0,藏獒龙马
0,238准备好了
1,不开车不是你的性格啊老骚
1,这是真实在
0,跟狗妹一样
1,我也是 哈哈
1,优秀我俊哥
1,居然还在，真好
0,我猜不猜你是谁: 你俩是正经扯淡啊
0,"""Shut me down, dog."""
0,我的处男之身也是骑自行车给骑没了
1,你那是飘 不是飞了  哈哈
0,骑狗没了吧
0,道哥是真会招主播呀
0,写了几个正？
0,这是筋斗云啊
0,两条啥意思？
1,我骚太优秀了
0,阴沟是什么？？
-1,套尼玛，完蛋
-1,这尼玛都被逼
0,哈哈！哈哈！哈哈
1,官方爸爸、错了官方爸爸、错了官方爸爸、错了官方爸爸、错了
1,皮！！！！
1,哈哈哈哈或或或或或或
1,没事，正常
1,没事，都小事
1,对面有人录视频
1,俊哥控制控制血亏
0,zhuang
1,这个月年度，你再b一次，就真值钱了
-1,以你的性格，难
1,一直在说绿色
1,官方爸爸，错了
1,自己什么话都说
1,你自己越聊越黄，哈哈
0,全是秃子的曲啊
0,差一步美满
1,恭喜我自己
0,一票教你们做人
-1,套尼玛，我一分没中
1,我中了！我中奖了
1,老骚我中了75
-1,勾八管理公爵在你直播间能不b
-1,238 别退 年度等你
1,老骚老骚龙哥中了75
0,你会娶女粉回家吗
0,不是一个亿嘛
0,孙耀威 过来，骚俊 你会受影响？
0,老骚说一下PDD
0,骚哥  多少船票能中奖啊
0,威哥影响不到俊哥，风格不一样，那边不坑钱
-1,傻的明明白白的。
0,骚，讲讲白金呗。
1,还是傻点好，难得糊涂
0,万人睡醒了
0,在说时间点也不一样
0,他一泡尿就10万船票
0,星爷来了呢？
1,从不影响   喜欢只是去看看
0,俊哥俊哥唱首歌吧
0,虎牙钉子户
0,238-蠢毛家的大宝贝: 退了啊，明天再回归
1,就像主播的爸爸。就很牛逼。
0,周星从来没见过抢藏宝图的
-1,投胎去，找个好爹
-1,卖你吊！
0,你以为你是我 八个保镖
0,还有苹果猴子
0,财团为啥只刷星秀？
0,小瓶子又来了
-1,骚俊你这么丑咋红的
0,机智如我啊
-1,几年不见我以为你火了
0,大哥们都不会特意给骚打pk
0,二次元可以开
0,那时候星秀主播也少
0,你去活动啊
1,兄弟，真好看
0,你不配合官方
0,骚俊跟孙耀威pk一把
0,孙耀威那是官方给的四次开船  明白了没
-1,我带你吗那逼
0,骚俊，我不上学了，天天来陪你通宵
1,好歹骚七弟
1,骚 你这么晚不下 其它主播不得饿死
0,俊哥以前那个以前拿周星的小薇去哪了
1,一股饿势力
0,骚哥，游戏主播咋挣钱，聊聊刷一组
0,骚老弟.上个月底3天没播.虎牙股票都跌了
1,俊哥  眼睛睁大点我刷礼物哈哈
0,俊哥，没有敌台来挖你吗？
0,子龙也是官签 还不是照死圈
0,有人挖霸道吗？
0,超级明星一年多少钱，骚哥
0,以前那个小薇去哪了
0,财团这么刷钱为了啥
0,卡尔敌台没几个认识的
-1,我都要困死了，你还不下
0,523无家可归
0,今天吃的不少
0,你也会说这话？
0,你们说IG能赢  我觉得不能
0,小悠来个火箭
0,老骚祈祷白天比赛赢吧，不然你直播间又要鬼哭狼嚎了
0,狗妹200斤的胖子谁要
1,能不闭着眼跟我们说话吗
0,一点几就吃了5万 点灯2万 一站到底5万 七七八八就10多万
0,我算下20
0,道哥捧人还是流弊，
0,说说老姨 好吗？
0,虎牙吃的 饱
0,骚男1700百万订阅应该是最高吧
0,叫你聊狗妹
0,上轮船中奖了 给你吃点
0,聊聊莫妮卡啊
0,你是514
0,有没有谁提成高一点的
0,我想相亲安妮姐
0,孙耀威讲一下
0,我坑 可以讲吗
0,没错就是我
0,孙耀威内天都是真刷么？
0,miss上亿签约费，了解一下
0,吭！！！
0,开始坑主播了
0,骚 讲讲世杰 他喷人 改名蹭画面 现在去找工作了 你怎么看
0,开始坑主播
0,比如狗妹
1,狗妹老辛苦了！！！！！！！！！！！！！！！！！！
0,什么时候官方给你的超级明星标签
1,我要相亲安妮姐；我要相亲安妮姐；我要相亲安妮姐；我要相亲安妮
0,不好去喝酒
1,感谢pol
0,狗妹是我媳妇
-1,小主播真的难。。。
0,你难个勾八
1,老骚。说明当初你也是这样被坑过来的，哈哈
0,现在后半夜就喜欢看你
-1,刷屏的杀了
0,赶紧活动到期
0,老姨经常哭
0,主播，我要开帝皇
-1,MC作死播
-1,这节奏真是无处不在。
0,你是不是安排了老姨
0,我不是小哥哥
1,我要相亲安妮姐；
0,安乐了解一下
0,那天天哭好使不
0,不用演，反正我没钱
0,俊 今年年度你不去嘛
-1,骚这么难吗
1,船哪去了啊。沉了啊
0,虎两有提成吗
0,俊哥，行业你遇到瓶颈，有开发新游戏吗
0,简单低调说得对，不好看了
0,为啥阿杜后面有日天两个字
0,看见我就刷礼物
0,3那时候确实憋屈
0,现在主播想着的是怎么直播丰富吸引观众
1,你这个小眼睛
1,不行 你给我继续播 你也睡不着
0,我们不要昨天那一个小时，给我去昨天退了
0,不是说7点吗
1,下播休息吧
0,我换我头像怎么了
1,万人剑士团【523】: 明天开始不许加班，马上年度了
0,这都看不见？
0,保镖保镖 维持秩序
1,假唱了啊哈哈哈
1,自己唱懵逼了
-1,吵吵十几个小时了
0,嗓子加班马上费了
0,那之前是剑士 现在骑士 下次来岂不是……
0,帝皇应该挡不住吧
0,你猜我猜那个是
0,昨天老骚坑了多少？
0,看这个榜属实是有点饿啊
0,俊哥为啥播这么久
0,一点几是一凡？？
1,fnc喜提冠军
0,昨晚上吃的满嘴流油
0,段公子是从X猫来的
0,还有半个小时
-1,飞尼玛卖麻批
-1,想说游戏的  滚去游戏那边说
0,今晚不开播
-1,你来我们素质直播间干什么 请你出去 别污染我们
0,这个笨是小姐姐
-1,小姐姐个勾八，我还看到过他留言骂主播
1,你们让让，我来砸门
0,本来就是套路大哥的。
0,这个荡兄弟会玩
0,刷了几千块钱，把大哥给骗走了
0,冰红茶说的对
-1,我要是女主播我也经常来给骏哥刷！这叫做网络生活法则！
1,就万人是真的好大姐
0,心口不一刷组
0,这几天天天7点下也够累
-1,飘了个B形 不开播跑骚去了
1,滴    帅哥卡
0,标题字错了
1,恭喜IG
1,你给我改标题恭喜IG世界冠军
-1,皮大大来了能不能喷死你
-1,一群带节奏 也是服气了
-1,不要带节奏，好吗！晚点改也行不
0,老骚 今天准备躺吃了
0,白金推荐咋没啦？
1,骚啊终于来了
0,报 小飞哥今天刚开公爵是个手子
1,我几天可以刷哥奖杯你夸夸我
0,小飞的头像可以
0,小q今天说要来老骚这开公爵
1,骂，骂了我刷
0,至少飞个火箭
0,补续费 不显示的
1,官方吃了哈哈
0,来个宝图叫人
0,小飞、【523】: 老骚我十二点刷，我亲密满了
0,俊300守护你得多少啊
0,那以后我续费
0,你的标签没了
1,我就喜欢你的真实
0,别杀，今天都是这样的
0,哪我不是看不到梦哥的到期
0,说一次就好、不要刷屏
0,000万
0,7000万
0,1万贵宾
0,两个亿
0,真人就就1000万
0,帝皇40多个
1,老骚改IG牛逼  晚上能吃图
0,最高15W多贵宾
0,熊猫1.1亿
0,俊哥，头发咋不制冷起来
0,骚，你什么时候能混成那样？？？？
1,梦哥在看ig比赛
1,今天IG夺冠，是不是大家该随礼啊
0,这可以介绍给君子哥
1,真心可以，你爸爸看到又想要了
1,万人小骚牌控制控制
1,这个阔以，阔以
0,又多两个妹妹
1,老妹真好看，真好看。
-1,男人不色 女人挨饿
0,屏幕放平、点连麦那就可以过去
0,这牌子有点仓
0,这个直播间是哪个啊
0,说的没毛病
0,两个肾得黄
